1, 7.72
2, 6.76
3, 6.76
4, 6.76
5, 6.76
6, 7.08
7, 7.08
8, 7.08
9, 8.51
10, 8.51
11, 8.51
12, 8.51
13, 7.62
14, 7.37
15, 7.37
16, 7.37
17, 7.37
18, 7.37
19, 7.37
20, 7.37
21, 7.37
22, 7.37
23, 7.37
24, 7.37
25, 7.37
26, 8.84
27, 8.84
28, 7.14
29, 7.14
30, 6.15
31, 6.15
32, 6.15
33, 6.15
34, 6.15
35, 6.15
36, 6.15
37, 6.15
38, 6.15
39, 6.15
40, 6.15
